,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
106,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.0351288056206089,0.26229508196721313,0.03044496487119438,0.8666666666666667,3.3041666666666667,0.021230851921526468,5.532786885245902
107,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",0.26229508196721313,0.0351288056206089,0.03044496487119438,0.11607142857142856,3.3041666666666667,0.021230851921526468,1.09157145222719
108,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05152224824355972,0.26229508196721313,0.04449648711943794,0.8636363636363636,3.2926136363636362,0.03098245479325834,5.409836065573771
109,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",0.26229508196721313,0.05152224824355972,0.04449648711943794,0.16964285714285715,3.2926136363636362,0.03098245479325834,1.1422527763088313
110,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'WOODLAND CHARLOTTE BAG'})",0.26229508196721313,0.04918032786885246,0.04215456674473068,0.1607142857142857,3.267857142857143,0.029254808615195606,1.1328915242413673
111,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'WOODLAND CHARLOTTE BAG'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04918032786885246,0.26229508196721313,0.04215456674473068,0.8571428571428571,3.2678571428571423,0.029254808615195606,5.163934426229506
112,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.06791569086651054,0.1405152224824356,0.03044496487119438,0.44827586206896547,3.1902298850574713,0.020901776459038332,1.5578161592505857
113,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT MINI CASES'}),0.1358313817330211,0.0702576112412178,0.03044496487119438,0.22413793103448273,3.1902298850574713,0.020901776459038332,1.1983346344002082
114,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.0702576112412178,0.1358313817330211,0.03044496487119438,0.43333333333333335,3.1902298850574713,0.020901776459038332,1.525003444000551
115,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.1405152224824356,0.06791569086651054,0.03044496487119438,0.21666666666666667,3.1902298850574713,0.020901776459038332,1.1898948627236037
116,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.26229508196721313,0.1686182669789227,0.1405152224824356,0.5357142857142857,3.1770833333333335,0.09628748032402963,1.7906683480453973
117,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.1686182669789227,0.26229508196721313,0.1405152224824356,0.8333333333333333,3.177083333333333,0.09628748032402963,4.426229508196719
118,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND', 'SPACEBOY LUNCH BOX'})",0.1686182669789227,0.07494145199063232,0.03981264637002342,0.23611111111111113,3.1506076388888893,0.027176148610478863,1.2109857355758997
119,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND', 'SPACEBOY LUNCH BOX'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.07494145199063232,0.1686182669789227,0.03981264637002342,0.53125,3.150607638888889,0.027176148610478863,1.7736143637782982
120,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'PLASTERS IN TIN CIRCUS PARADE'})",0.26229508196721313,0.053864168618266976,0.04449648711943794,0.16964285714285715,3.149456521739131,0.030368180596613815,1.1394323990833775
121,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.053864168618266976,0.26229508196721313,0.04449648711943794,0.8260869565217391,3.1494565217391304,0.030368180596613815,4.241803278688525
122,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.1686182669789227,0.06791569086651054,0.0351288056206089,0.20833333333333331,3.0675287356321834,0.023676979526021637,1.1773696536423024
123,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.08430913348946135,0.1358313817330211,0.0351288056206089,0.41666666666666663,3.0675287356321834,0.023676979526021637,1.4814319170291066
124,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'LUNCH BAG WOODLAND'}),0.1358313817330211,0.08430913348946135,0.0351288056206089,0.2586206896551724,3.0675287356321834,0.023676979526021637,1.2351179129677032
125,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06791569086651054,0.1686182669789227,0.0351288056206089,0.5172413793103448,3.0675287356321834,0.023676979526021637,1.72214787554366
126,frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.0702576112412178,0.1686182669789227,0.0351288056206089,0.5,2.965277777777778,0.023282088971035873,1.6627634660421546
127,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.1686182669789227,0.0702576112412178,0.0351288056206089,0.20833333333333331,2.9652777777777777,0.023282088971035873,1.1744114384321458
128,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.1358313817330211,0.10304449648711944,0.03981264637002342,0.29310344827586204,2.8444357366771156,0.02581597003219455,1.2688638830182213
129,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.10304449648711944,0.1358313817330211,0.03981264637002342,0.38636363636363635,2.8444357366771156,0.02581597003219455,1.4082747853239657
130,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.07494145199063232,0.14754098360655737,0.03044496487119438,0.40625,2.7534722222222223,0.01938802933159289,1.4357204486626403
131,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06557377049180328,0.1686182669789227,0.03044496487119438,0.46428571428571425,2.7534722222222223,0.01938802933159289,1.5519125683060107
132,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06557377049180328,0.1686182669789227,0.03044496487119438,0.46428571428571425,2.7534722222222223,0.01938802933159289,1.5519125683060107
133,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.1686182669789227,0.06557377049180328,0.03044496487119438,0.18055555555555555,2.753472222222222,0.01938802933159289,1.1403167546540707
134,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.14754098360655737,0.07494145199063232,0.03044496487119438,0.20634920634920634,2.753472222222222,0.01938802933159289,1.1655737704918032
135,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'COFFEE MUG APPLES DESIGN'}),0.1686182669789227,0.06557377049180328,0.03044496487119438,0.18055555555555555,2.753472222222222,0.01938802933159289,1.1403167546540707
136,frozenset({'6 RIBBONS RUSTIC CHARM'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.11007025761124122,0.14754098360655737,0.04449648711943794,0.4042553191489362,2.7399527186761232,0.028256613045648252,1.430913348946136
137,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'6 RIBBONS RUSTIC CHARM'}),0.14754098360655737,0.11007025761124122,0.04449648711943794,0.3015873015873016,2.7399527186761232,0.028256613045648252,1.2742175856929956
138,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'BLUE HARMONICA IN BOX'}),0.26229508196721313,0.05152224824355972,0.0351288056206089,0.13392857142857142,2.599431818181818,0.021614773294429297,1.095149569038364
139,frozenset({'BLUE HARMONICA IN BOX'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05152224824355972,0.26229508196721313,0.0351288056206089,0.6818181818181818,2.599431818181818,0.021614773294429297,2.318501170960187
140,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.11007025761124122,0.11475409836065574,0.03278688524590164,0.29787234042553196,2.5957446808510642,0.02015587207739855,1.2608047690014903
141,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'SPACEBOY LUNCH BOX'}),0.11475409836065574,0.11007025761124122,0.03278688524590164,0.2857142857142857,2.595744680851064,0.02015587207739855,1.2459016393442623
142,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'SPACEBOY LUNCH BOX'}),0.26229508196721313,0.11007025761124122,0.07494145199063232,0.2857142857142857,2.595744680851064,0.04607056474833954,1.2459016393442623
143,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.11007025761124122,0.26229508196721313,0.07494145199063232,0.6808510638297872,2.595744680851064,0.04607056474833954,2.3114754098360653
144,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'SPACEBOY LUNCH BOX'}),0.1405152224824356,0.11007025761124122,0.03981264637002342,0.2833333333333334,2.5741134751773056,0.02434609963308086,1.2417624312401288
145,frozenset({'SPACEBOY LUNCH BOX'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.11007025761124122,0.1405152224824356,0.03981264637002342,0.3617021276595745,2.574113475177305,0.02434609963308086,1.3465261514441842
146,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.12412177985948478,0.1686182669789227,0.053864168618266976,0.43396226415094336,2.573637316561845,0.0329349692040213,1.468774395003903
147,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1686182669789227,0.12412177985948478,0.053864168618266976,0.3194444444444444,2.5736373165618445,0.0329349692040213,1.2870047316350426
148,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.12412177985948478,0.1405152224824356,0.04449648711943794,0.3584905660377359,2.5512578616352206,0.027055487607566545,1.3397850943656153
149,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1405152224824356,0.12412177985948478,0.04449648711943794,0.3166666666666667,2.5512578616352206,0.027055487607566545,1.2817730050836806
150,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.07259953161592506,0.1686182669789227,0.03044496487119438,0.41935483870967744,2.487007168458782,0.018203357666635587,1.4318240957585222
151,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",0.1686182669789227,0.07259953161592506,0.03044496487119438,0.18055555555555555,2.4870071684587813,0.018203357666635587,1.1317429444687017
152,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.10304449648711944,0.14754098360655737,0.03747072599531616,0.36363636363636365,2.464646464646465,0.02226743962836411,1.3395784543325528
153,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.14754098360655737,0.10304449648711944,0.03747072599531616,0.25396825396825395,2.4646464646464645,0.02226743962836411,1.2023020579002441
154,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),0.26229508196721313,0.05152224824355972,0.03278688524590164,0.125,2.4261363636363638,0.01927285291972204,1.0839745734359316
155,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05152224824355972,0.26229508196721313,0.03278688524590164,0.6363636363636364,2.4261363636363633,0.01927285291972204,2.0286885245901636
156,frozenset({'JAM MAKING SET PRINTED'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.09836065573770492,0.14754098360655737,0.0351288056206089,0.3571428571428571,2.4206349206349205,0.020616577724881943,1.326047358834244
157,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'JAM MAKING SET PRINTED'}),0.14754098360655737,0.09836065573770492,0.0351288056206089,0.23809523809523808,2.4206349206349205,0.020616577724881943,1.1834016393442623
158,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.07494145199063232,0.1686182669789227,0.03044496487119438,0.40625,2.4092881944444446,0.01780846711164982,1.4002218661407617
159,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.1686182669789227,0.07494145199063232,0.03044496487119438,0.18055555555555555,2.409288194444444,0.01780846711164982,1.1288850077402455
160,frozenset({'PACK OF 20 NAPKINS RED APPLES'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06323185011709602,0.26229508196721313,0.03981264637002342,0.6296296296296297,2.400462962962963,0.023227243060621187,1.9918032786885245
161,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'PACK OF 20 NAPKINS RED APPLES'}),0.26229508196721313,0.06323185011709602,0.03981264637002342,0.15178571428571427,2.400462962962963,0.023227243060621187,1.1044003451251079
162,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.08196721311475409,0.1686182669789227,0.03278688524590164,0.4000000000000001,2.3722222222222227,0.018965715821399783,1.385636221701796
163,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.1686182669789227,0.08196721311475409,0.03278688524590164,0.19444444444444448,2.3722222222222227,0.018965715821399783,1.1396269078575467
164,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'RED  HARMONICA IN BOX'}),0.26229508196721313,0.04918032786885246,0.03044496487119438,0.11607142857142856,2.3601190476190474,0.017545206741659308,1.0756747805928133
165,frozenset({'RED  HARMONICA IN BOX'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.04918032786885246,0.26229508196721313,0.03044496487119438,0.6190476190476191,2.3601190476190474,0.017545206741659308,1.9364754098360655
166,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.11007025761124122,0.1358313817330211,0.0351288056206089,0.3191489361702127,2.349596478356566,0.02017781044156442,1.269247658079625
167,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'SPACEBOY LUNCH BOX'}),0.1358313817330211,0.11007025761124122,0.0351288056206089,0.2586206896551724,2.349596478356566,0.02017781044156442,1.2003703501987908
168,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'GUMBALL COAT RACK'}),0.1686182669789227,0.07728337236533958,0.03044496487119438,0.18055555555555555,2.336279461279461,0.01741357655666405,1.126027071011789
169,frozenset({'GUMBALL COAT RACK'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.07728337236533958,0.1686182669789227,0.03044496487119438,0.3939393939393939,2.336279461279461,0.01741357655666405,1.3717798594847774
170,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.26229508196721313,0.0702576112412178,0.04215456674473068,0.1607142857142857,2.2875,0.02372634084539486,1.1077781653296128
171,frozenset({'CHARLOTTE BAG APPLES DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.0702576112412178,0.26229508196721313,0.04215456674473068,0.6,2.2874999999999996,0.02372634084539486,1.844262295081967
172,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.11007025761124122,0.1686182669789227,0.04215456674473068,0.3829787234042553,2.271276595744681,0.023594710660399608,1.3474117742065737
173,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'SPACEBOY LUNCH BOX'}),0.1686182669789227,0.11007025761124122,0.04215456674473068,0.25,2.271276595744681,0.023594710660399608,1.1865729898516784
174,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07259953161592506,0.26229508196721313,0.04215456674473068,0.5806451612903226,2.213709677419355,0.023112066648750335,1.759142496847415
175,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN CIRCUS PARADE'})",0.26229508196721313,0.07259953161592506,0.04215456674473068,0.1607142857142857,2.2137096774193545,0.023112066648750335,1.1049877921171958
176,frozenset({'WOODLAND CHARLOTTE BAG'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.1358313817330211,0.1405152224824356,0.04215456674473068,0.31034482758620685,2.2086206896551723,0.02306818992041858,1.2462529274004683
177,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.1405152224824356,0.1358313817330211,0.04215456674473068,0.3,2.2086206896551723,0.02306818992041858,1.2345265975242556
178,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.26229508196721313,0.08196721311475409,0.0468384074941452,0.17857142857142858,2.178571428571429,0.02533881061158675,1.1176051318602995
179,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.08196721311475409,0.26229508196721313,0.0468384074941452,0.5714285714285715,2.178571428571429,0.02533881061158675,1.7213114754098362
180,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06557377049180328,0.26229508196721313,0.03747072599531616,0.5714285714285714,2.1785714285714284,0.020271048489269396,1.7213114754098358
181,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.26229508196721313,0.06557377049180328,0.03747072599531616,0.14285714285714285,2.1785714285714284,0.020271048489269396,1.0901639344262295
182,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.26229508196721313,0.06557377049180328,0.03747072599531616,0.14285714285714285,2.1785714285714284,0.020271048489269396,1.0901639344262295
183,"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06557377049180328,0.26229508196721313,0.03747072599531616,0.5714285714285714,2.1785714285714284,0.020271048489269396,1.7213114754098358
184,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.14754098360655737,0.12412177985948478,0.03981264637002342,0.2698412698412699,2.174004192872118,0.021499596882558456,1.1995723449750535
185,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.12412177985948478,0.14754098360655737,0.03981264637002342,0.3207547169811321,2.174004192872118,0.021499596882558456,1.255009107468124
186,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'RED RETROSPOT MINI CASES'}),0.26229508196721313,0.0702576112412178,0.03981264637002342,0.15178571428571427,2.160416666666667,0.021384420470687605,1.0961173425366697
187,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.0702576112412178,0.26229508196721313,0.03981264637002342,0.5666666666666668,2.160416666666667,0.021384420470687605,1.702395964691047
188,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.1686182669789227,0.1358313817330211,0.04918032786885246,0.2916666666666667,2.1472701149425286,0.026276675679677942,1.2200027552004409
189,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.1358313817330211,0.1686182669789227,0.04918032786885246,0.3620689655172413,2.1472701149425286,0.026276675679677942,1.303247040951959
190,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.14754098360655737,0.1405152224824356,0.04449648711943794,0.3015873015873016,2.146296296296297,0.02376473298268515,1.2306259314456038
191,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1405152224824356,0.14754098360655737,0.04449648711943794,0.3166666666666667,2.146296296296297,0.02376473298268515,1.24750099960016
192,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06791569086651054,0.26229508196721313,0.03747072599531616,0.5517241379310345,2.103448275862069,0.019656774292624867,1.6456494325346782
193,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.26229508196721313,0.06791569086651054,0.03747072599531616,0.14285714285714285,2.1034482758620685,0.019656774292624867,1.087431693989071
194,frozenset({'JAM MAKING SET PRINTED'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.09836065573770492,0.14754098360655737,0.03044496487119438,0.30952380952380953,2.097883597883598,0.015932736975467425,1.2345958168456757
195,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'JAM MAKING SET PRINTED'}),0.14754098360655737,0.09836065573770492,0.03044496487119438,0.20634920634920634,2.0978835978835977,0.015932736975467425,1.1360655737704917
196,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'WOODLAND PARTY BAG + STICKER SET'}),0.26229508196721313,0.07259953161592506,0.03981264637002342,0.15178571428571427,2.090725806451613,0.02077014627404308,1.0933563416738568
197,frozenset({'WOODLAND PARTY BAG + STICKER SET'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07259953161592506,0.26229508196721313,0.03981264637002342,0.5483870967741936,2.090725806451613,0.02077014627404308,1.633489461358314
198,frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1686182669789227,0.14754098360655737,0.05152224824355972,0.3055555555555556,2.0709876543209877,0.02664414327945637,1.2275409836065576
199,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.14754098360655737,0.1686182669789227,0.05152224824355972,0.34920634920634924,2.0709876543209877,0.02664414327945637,1.277489004398241
200,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.14754098360655737,0.26229508196721313,0.07962529274004684,0.5396825396825398,2.057539682539683,0.04092601835144163,1.602600339174675
201,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.26229508196721313,0.14754098360655737,0.07962529274004684,0.30357142857142855,2.0575396825396823,0.04092601835144163,1.2240437158469948
202,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06557377049180328,0.26229508196721313,0.0351288056206089,0.5357142857142857,2.042410714285714,0.017929128114562133,1.58890290037831
203,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'}),0.26229508196721313,0.06557377049180328,0.0351288056206089,0.13392857142857142,2.042410714285714,0.017929128114562133,1.0789251309785364
204,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'COFFEE MUG APPLES DESIGN'}),0.26229508196721313,0.06557377049180328,0.0351288056206089,0.13392857142857142,2.042410714285714,0.017929128114562133,1.0789251309785364
205,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06557377049180328,0.26229508196721313,0.0351288056206089,0.5357142857142857,2.042410714285714,0.017929128114562133,1.58890290037831
206,frozenset({'RED RETROSPOT CUP'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.07494145199063232,0.26229508196721313,0.03981264637002342,0.53125,2.025390625,0.02015587207739855,1.5737704918032784
207,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),frozenset({'RED RETROSPOT CUP'}),0.26229508196721313,0.07494145199063232,0.03981264637002342,0.15178571428571427,2.025390625,0.02015587207739855,1.090595340811044
208,frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",0.26229508196721313,0.06323185011709602,0.03278688524590164,0.125,1.9768518518518519,0.016201481936499406,1.0705921712947475
209,"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06323185011709602,0.26229508196721313,0.03278688524590164,0.5185185185185185,1.9768518518518516,0.016201481936499406,1.5321563682219417
210,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.1053864168618267,0.14754098360655737,0.03044496487119438,0.28888888888888886,1.9580246913580246,0.014896149268629783,1.1987704918032787
211,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.14754098360655737,0.1053864168618267,0.03044496487119438,0.20634920634920634,1.9580246913580244,0.014896149268629783,1.1272131147540982
